Train Loss,epoch,step,Val Loss,Test Loss
0.08621437847614288,0,0,,
0.06258494406938553,0,1,,
0.06482595205307007,0,2,,
0.06842361390590668,0,3,,
0.1083582267165184,0,4,,
0.04427500441670418,0,5,,
0.035634540021419525,0,6,,
0.03429599478840828,0,7,,
0.01751711778342724,0,8,,
0.018924130126833916,0,9,,
0.0074631283059716225,0,10,,
0.02913600392639637,0,11,,
0.012834996916353703,0,12,,
0.009318223223090172,0,13,,
0.0057953824289143085,0,14,,
0.01419756282120943,0,15,,
0.026380445808172226,0,16,,
0.006281912326812744,0,17,,
0.010837987996637821,0,18,,
0.010815165936946869,0,19,,
0.0037044466007500887,0,20,,
0.00045853827032260597,0,21,,
0.0011567897163331509,0,22,,
0.012520936317741871,0,23,,
0.015525930561125278,0,24,,
0.008636430837213993,0,25,,
0.0008566980832256377,0,26,,
0.0013253939105197787,0,27,,
0.007901913486421108,0,28,,
0.0003818063996732235,0,29,,
0.00020722752378787845,0,30,,
0.003932367078959942,0,31,,
0.0010497132316231728,0,32,,
0.000666061241645366,0,33,,
0.00028580459184013307,0,34,,
0.005227149464190006,0,35,,
0.00163893005810678,0,36,,
,0,36,0.010448980145156384,
0.004541803151369095,1,37,,
0.004681871738284826,1,38,,
0.0024409780744463205,1,39,,
0.004274104256182909,1,40,,
0.007815070450305939,1,41,,
0.006072729825973511,1,42,,
0.003634033026173711,1,43,,
0.0068625593557953835,1,44,,
0.008221864700317383,1,45,,
0.0026088382583111525,1,46,,
0.0012901665177196264,1,47,,
0.0022885927464812994,1,48,,
0.001339554670266807,1,49,,
0.0015486512565985322,1,50,,
0.0010423252824693918,1,51,,
0.00024861222482286394,1,52,,
0.00027050706557929516,1,53,,
0.001245593768544495,1,54,,
0.0008028976735658944,1,55,,
0.0002020437823375687,1,56,,
0.0011249050730839372,1,57,,
0.000910135277081281,1,58,,
0.0022304991725832224,1,59,,
0.0019684755243360996,1,60,,
0.002872247714549303,1,61,,
0.002870208816602826,1,62,,
0.0002522963040973991,1,63,,
0.00040860011358745396,1,64,,
0.0041445414535701275,1,65,,
0.0006970666581764817,1,66,,
0.00022495663142763078,1,67,,
0.0006912340177223086,1,68,,
0.0005246612709015608,1,69,,
8.193317626137286e-05,1,70,,
0.0003197306941729039,1,71,,
0.001002469682134688,1,72,,
0.000917206343729049,1,73,,
,1,73,0.006233737338334322,
0.00035179659607820213,2,74,,
8.401952072745189e-05,2,75,,
0.00014435949560720474,2,76,,
0.00045049760956317186,2,77,,
0.004265172407031059,2,78,,
0.0006565847434103489,2,79,,
0.00015474522660952061,2,80,,
0.0019104902166873217,2,81,,
0.0020236154086887836,2,82,,
0.0004916084581054747,2,83,,
4.600794636644423e-05,2,84,,
0.0003526662476360798,2,85,,
0.00023373540898319334,2,86,,
0.0012261553201824427,2,87,,
0.00048640716704539955,2,88,,
0.00031147091067396104,2,89,,
0.0006372129428200424,2,90,,
0.0006085186032578349,2,91,,
4.7677880502305925e-05,2,92,,
0.0017282564658671618,2,93,,
9.672401210991666e-05,2,94,,
0.00013801603927277029,2,95,,
0.0010646943701431155,2,96,,
0.0020213108509778976,2,97,,
0.0024587896186858416,2,98,,
0.0016902749193832278,2,99,,
0.00018678000196814537,2,100,,
0.0005712076090276241,2,101,,
0.0014547421596944332,2,102,,
0.0004632890922948718,2,103,,
8.153071394190192e-05,2,104,,
0.0015762806870043278,2,105,,
0.0003660586371552199,2,106,,
0.00020316070003900677,2,107,,
0.0002000110107474029,2,108,,
0.0022062829229980707,2,109,,
0.0013329129433259368,2,110,,
,2,110,0.00638682721182704,
0.00042005922296084464,3,111,,
0.00024618697352707386,3,112,,
0.00011815442121587694,3,113,,
0.0008784206002019346,3,114,,
0.0029771465342491865,3,115,,
0.0007632130291312933,3,116,,
0.0001584137644385919,3,117,,
0.0023164120502769947,3,118,,
0.0027320384979248047,3,119,,
0.0005769419367425144,3,120,,
9.009336645249277e-05,3,121,,
0.0004967843997292221,3,122,,
0.0005889612948521972,3,123,,
0.0013188794255256653,3,124,,
0.0005577283445745707,3,125,,
0.00037859773146919906,3,126,,
0.0003812917566392571,3,127,,
0.0005771075957454741,3,128,,
0.00011305868974886835,3,129,,
0.0017674996051937342,3,130,,
0.0001403896458214149,3,131,,
9.840113489190117e-05,3,132,,
0.000936682743486017,3,133,,
0.0018241310026496649,3,134,,
0.0023717968724668026,3,135,,
0.0017618500860407948,3,136,,
0.00019571116717997938,3,137,,
0.00045384024269878864,3,138,,
0.001553131965920329,3,139,,
0.0006528967060148716,3,140,,
7.585978892166167e-05,3,141,,
0.0011673116823658347,3,142,,
0.00039947437471710145,3,143,,
0.00015792697377037257,3,144,,
0.00011455667845439166,3,145,,
0.0018675178289413452,3,146,,
0.0012160937767475843,3,147,,
,3,147,0.005780206061899662,
0.00033617965527810156,4,148,,
0.00018222472863271832,4,149,,
6.205463432706892e-05,4,150,,
0.0007150463643483818,4,151,,
0.0028830801602452993,4,152,,
0.0006561836926266551,4,153,,
0.00011236575664952397,4,154,,
0.0019035234581679106,4,155,,
0.0022477086167782545,4,156,,
0.00034876837162300944,4,157,,
2.576055885583628e-05,4,158,,
0.00046684881090186536,4,159,,
0.0006597761530429125,4,160,,
0.0010609354358166456,4,161,,
0.00044495079782791436,4,162,,
0.0003360648115631193,4,163,,
0.0002733991132117808,4,164,,
0.0005820648511871696,4,165,,
0.00027833867352455854,4,166,,
0.0017259360756725073,4,167,,
9.667415724834427e-05,4,168,,
9.843618317972869e-05,4,169,,
0.0009821015410125256,4,170,,
0.0017812582664191723,4,171,,
0.0023634484969079494,4,172,,
0.0016788075445219874,4,173,,
0.0002284864749526605,4,174,,
0.0005000091041438282,4,175,,
0.0017314496217295527,4,176,,
0.0007452991558238864,4,177,,
8.202262688428164e-05,4,178,,
0.0010913704754784703,4,179,,
0.00040758485556580126,4,180,,
0.00016841388423927128,4,181,,
8.761524077272043e-05,4,182,,
0.0018501856829971075,4,183,,
0.0012672173324972391,4,184,,
,4,184,0.00549396313726902,
0.00033011691994033754,5,185,,
0.0002071696362691,5,186,,
6.0348305851221085e-05,5,187,,
0.0008590012439526618,5,188,,
0.0024545155465602875,5,189,,
0.0006451657973229885,5,190,,
0.00011067381274187937,5,191,,
0.001885743229649961,5,192,,
0.002228508237749338,5,193,,
0.0003226943372283131,5,194,,
2.3099351892597042e-05,5,195,,
0.0005609400104731321,5,196,,
0.000791947590187192,5,197,,
0.0011187754571437836,5,198,,
0.00045081431744620204,5,199,,
